Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.08577938614126793,,1.0,0.0,True
Bladder Partial,1.0,0.05056490479576519,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.9187700555858933,1.0,0.0
Urethra,1.0,0.0,,0.023248770608885257,2.0,0.0
Rectum Partial,1.0,0.0,,0.028990586902610707,3.0,0.0
Bladder Partial,1.0,0.0,,0.028990586902610707,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
