Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.08249232551594753,,1.0,0.0,True
Bladder Partial,1.0,0.06397105125639045,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.8663579639078306,1.0,0.0
Urethra,1.0,0.0,,0.01473388394454401,2.0,0.0
Rectum Partial,1.0,0.0,,0.059454076073812756,3.0,0.0
Bladder Partial,1.0,0.0,,0.059454076073812756,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
