Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.05881595417528552,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.003727326019844717,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.22904445767085077,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.010359015867693904,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.03182517229654145,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.007334948398707267,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.06387087579561186,3.0,0.0
Parotid (R),1.0,1.0,1.0,1.0656342034895404e-08,3.0,0.0
SMG (L),1.0,1.0,1.0,0.009465534535206422,4.0,0.0
SMG (R),1.0,1.0,1.0,0.013722695124220512,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.006147856336017494,5.0,0.0
Brainstem,1.0,20.0,20.0,1.5616013585864175e-07,5.0,0.0
MCS,1.0,1.0,1.0,0.008469625407529255,6.0,0.0
MCM,1.0,1.0,1.0,0.004585491557407695,6.0,0.0
MCI,1.0,1.0,1.0,0.11155674607768756,6.0,0.0
MCP,1.0,1.0,1.0,0.1679908624850369,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.11340340510287557,6.0,0.0
Larynx,1.0,1.0,1.0,0.10817576089295794,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.040649227857937384,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0011987862062235778,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.000498413570530963,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.002098995997525293,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0014241874053230166,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0028995882041037476,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.0024659814527651417,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.0002675399653810609,9.0,0.0
MU,1.0,1.0,,1.384780257181598e-06,10.0,0.0
