Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.25083274142327705,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,4.668317472807624e-05,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.16927082385113393,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.05971743191741415,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.026867684030141982,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.004808002526551345,2.0,0.0
Parotid (L),1.0,1.0,1.0,2.5366687753272814e-10,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.0096753695556386,3.0,0.0
SMG (L),1.0,1.0,1.0,0.10803354715593973,4.0,0.0
SMG (R),1.0,1.0,1.0,0.016307235846649202,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.00361634602970591,5.0,0.0
Brainstem,1.0,20.0,20.0,3.1402613770593206e-08,5.0,0.0
MCS,1.0,1.0,1.0,0.024277473352185414,6.0,0.0
MCM,1.0,1.0,1.0,6.789083066657164e-08,6.0,0.0
MCI,1.0,1.0,1.0,0.06025061974267927,6.0,0.0
MCP,1.0,1.0,1.0,0.12790010501904298,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.09327498062168055,6.0,0.0
Larynx,1.0,1.0,1.0,0.02140648994717,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.018224821354637898,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0008777038891120887,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0005382508589673827,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,3.3883303541315625e-05,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0008141721561610789,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,2.2309381035144855e-07,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.001924844421851671,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.001299776499853885,9.0,0.0
MU,1.0,1.0,,6.906810150975053e-07,10.0,0.0
