Beam angle,Couch angle,Collimator
5.0,0.0,0.0
201.0,75.0,0.0
355.0,0.0,0.0
200.0,0.0,0.0
191.0,63.0,0.0
123.0,348.0,0.0
313.0,28.0,0.0
303.0,24.0,0.0
251.99999999999997,21.0,0.0
337.0,63.0,0.0
272.99999999999994,19.999999999999943,0.0
154.0,308.0,0.0
337.0,297.0,0.0
82.0,350.0,0.0
138.0,330.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.5437994612210346,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.10690235361163526,1.0,0.0
Liver minus CTV,1.0,5.0,,0.4813243724379081,2.0,0.0
Oesophagus,1.0,19.0,,0.028156542235113245,3.0,0.0
Duodenum,1.0,19.0,,0.007791946615600056,4.0,0.0
Stomach,1.0,19.0,,0.001065280682800119,5.0,0.0
Heart,1.0,27.0,,0.003952019576134541,6.0,0.0
Spinal Cord,1.0,17.0,,0.005063843999941548,7.0,0.0
Oesophagus,1.0,5.0,,0.004676378832096191,8.0,0.0
Duodenum,1.0,5.0,,0.0031204991751901437,9.0,0.0
Stomach,1.0,5.0,,0.004820085004107769,10.0,0.0
Heart,1.0,5.0,,3.7055846734269736e-09,11.0,0.0
Spinal Cord,1.0,5.0,,0.0007551174113338892,12.0,0.0
Kidney (R),1.0,5.0,,0.2578821305721274,13.0,0.0
Kidney (L),1.0,5.0,,0.019229420918679626,14.0,0.0
Patient,1.0,100.0,,0.07526000522174757,15.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
