Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.05604647215227714,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.05505728264960215,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.10065343563961661,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.16835308061606044,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.021390318160129235,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.0009418760644764738,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.11306828592285699,3.0,0.0
Parotid (R),1.0,1.0,1.0,2.0543287327533007e-09,3.0,0.0
SMG (L),1.0,1.0,1.0,0.009444733973431188,4.0,0.0
SMG (R),1.0,1.0,1.0,0.017529737028873876,4.0,0.0
Spinal Cord,1.0,20.0,20.0,1.6446090050477508e-07,5.0,0.0
Brainstem,1.0,20.0,20.0,1.7324095221019508e-07,5.0,0.0
MCS,1.0,1.0,1.0,0.06039107923224353,6.0,0.0
MCM,1.0,1.0,1.0,0.11188225157592147,6.0,0.0
MCI,1.0,1.0,1.0,0.09666196042074324,6.0,0.0
MCP,1.0,1.0,1.0,0.044282522906455936,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.032657279172397455,6.0,0.0
Larynx,1.0,1.0,1.0,0.07328652287111458,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.026289227039847596,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,5.772856459204733e-05,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,5.2111753536268664e-05,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,1.3346204671794604e-07,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.002544732421344501,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.006559544782159203,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.0028104525782889646,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,3.8170087305062447e-05,9.0,0.0
MU,1.0,1.0,,7.211684981547367e-07,10.0,0.0
