Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.08505550517039816,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.00678535920037152,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.30092105969631366,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.026018475437525737,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.04544838934246578,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.003967314840017554,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.07302831975503803,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.05428107498117257,3.0,0.0
SMG (L),1.0,1.0,1.0,0.07022622937222066,4.0,0.0
SMG (R),1.0,1.0,1.0,0.0006793143211155455,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.004495654545878337,5.0,0.0
Brainstem,1.0,20.0,20.0,0.0003778242591273895,5.0,0.0
SCM,1.0,1.0,1.0,0.006193742580438308,6.0,0.0
MCM,1.0,1.0,1.0,0.0142664746820119,6.0,0.0
MCI,1.0,1.0,1.0,0.03142599343552421,6.0,0.0
MCP,1.0,1.0,1.0,0.0764807281338302,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.07872060942566958,6.0,0.0
Larynx,1.0,1.0,1.0,0.04521159865376775,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.05938340105079292,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0005959222811299213,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,5.510818960057336e-06,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.0007250450911871993,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.004348397706791004,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0012409870986475663,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.005024737092941852,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.00509131803567647,9.0,0.0
MU,1.0,1.0,,1.012990986118433e-06,10.0,0.0
