Beam angle,Couch angle,Collimator
346.0,315.0,0.0
23.0,297.0,0.0
328.0,71.0,0.0
323.0,55.99999999999994,0.0
331.0,44.0,0.0
295.0,0.0,0.0
320.0,0.0,0.0
328.0,289.0,0.0
307.0,39.0,0.0
278.0,30.0,0.0
298.0,10.999999999999943,0.0
158.99999999999997,285.0,0.0
297.0,34.00000000000006,0.0
147.0,322.0,0.0
315.0,45.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus GTV,1.0,0.3974554506853504,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.11917957344681351,1.0,0.0
Liver minus GTV,1.0,5.0,,0.5969213336829426,2.0,0.0
Oesophagus,1.0,19.0,,0.13930320853966513,3.0,0.0
Duodenum,1.0,19.0,,0.0032059942188917673,4.0,0.0
Stomach,1.0,19.0,,0.0009938775456320712,5.0,0.0
Heart,1.0,27.0,,0.001578546517954457,6.0,0.0
Spinal Cord,1.0,17.0,,0.010427336132447229,7.0,0.0
Oesophagus,1.0,5.0,,0.003715883598523574,8.0,0.0
Duodenum,1.0,5.0,,2.3140966600371346e-08,9.0,0.0
Stomach,1.0,5.0,,0.012792431007701797,10.0,0.0
Heart,1.0,5.0,,0.010618426223410134,11.0,0.0
Spinal Cord,1.0,5.0,,3.1821892993671634e-10,12.0,0.0
Kidney (R),1.0,5.0,,0.008372577510763222,13.0,0.0
Kidney (L),1.0,5.0,,0.004529993803433937,14.0,0.0
Patient,1.0,100.0,,0.08836079431263481,15.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
