Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCRico,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.03376643364688954,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.002559258057075634,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.26755453831546117,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.005236485132068887,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.0853996096175496,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.008301688965003322,2.0,0.0
Parotid (L),1.0,1.0,1.0,1.1541816248942989e-09,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.33107501057542044,3.0,0.0
SMG (L),1.0,1.0,1.0,0.058406872229827336,4.0,0.0
SMG (R),1.0,1.0,1.0,0.040440152403357056,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.0016423082599929415,5.0,0.0
Brainstem,1.0,20.0,20.0,7.255345672446916e-06,5.0,0.0
SCM,1.0,1.0,1.0,0.013104865644276396,6.0,0.0
MCM,1.0,1.0,1.0,0.013332709450332594,6.0,0.0
MCI,1.0,1.0,1.0,0.03008958563146343,6.0,0.0
MCRico,1.0,1.0,1.0,0.018136902803262637,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.039594652846257905,6.0,0.0
Larynx,1.0,1.0,1.0,0.031461425624663586,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.009081109412199948,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0002712230434102798,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0019562322207802474,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.0007595175074566224,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.00071492418017306,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,1.4677487005493818e-06,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.000711900769995613,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.006393140376533381,9.0,0.0
MU,1.0,1.0,,7.290379933199223e-07,10.0,0.0
