Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.06383149949017639,,1.0,0.0,True
Bladder Partial,1.0,0.030185489848939553,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.8621621904958194,1.0,0.0
Urethra,1.0,0.0,,0.01288460824023544,2.0,0.0
Rectum Partial,1.0,0.0,,0.06247660063197252,3.0,0.0
Bladder Partial,1.0,0.0,,0.06247660063197252,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
