Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.07988705503248075,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,2.4169967190108685e-05,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.20683958183449816,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.017260621869221945,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.021567041893578928,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.012397338629039759,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.48882345634127083,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.07242538783555608,3.0,0.0
SMG (L),1.0,1.0,1.0,0.0017321144140772916,4.0,0.0
SMG (R),1.0,1.0,1.0,0.064654280931074,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.003047686087161798,5.0,0.0
Brainstem,1.0,20.0,20.0,0.0033639601516305714,5.0,0.0
MCS,1.0,1.0,1.0,0.00018630666815721355,6.0,0.0
MCM,1.0,1.0,1.0,0.0005470059237521932,6.0,0.0
MCI,1.0,1.0,1.0,0.007170221024927938,6.0,0.0
MCP,1.0,1.0,1.0,0.005638023453530227,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.01117948329588301,6.0,0.0
Larynx,1.0,1.0,1.0,0.002569463419689744,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.00026010897722878145,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,2.3844424181925137e-07,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,2.125634469330812e-07,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,2.9035600894942715e-07,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,9.385067174919204e-05,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,9.570971613302758e-07,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.00032559498318837215,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,5.305165186680468e-06,9.0,0.0
MU,1.0,1.0,,2.4296906728217554e-07,10.0,0.0
