Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.095939967136522,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.008377371649181528,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.40318165387182303,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.010390316334016686,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.0323801352003011,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.005407080125229324,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.011100766013597134,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.02080149088394679,3.0,0.0
SMG (L),1.0,1.0,1.0,0.006857347455740629,4.0,0.0
SMG (R),1.0,1.0,1.0,0.006178115312435211,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.0004863801188649914,5.0,0.0
Brainstem,1.0,20.0,20.0,3.9549009995508785e-09,5.0,0.0
SCM,1.0,1.0,1.0,0.005731694528205099,6.0,0.0
MCM,1.0,1.0,1.0,0.004907319156759529,6.0,0.0
MCI,1.0,1.0,1.0,0.01943370765610178,6.0,0.0
MCP,1.0,1.0,1.0,0.08853426350363672,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.12316372708954813,6.0,0.0
Larynx,1.0,1.0,1.0,0.06318149537795208,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.020027161138997076,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.00988410818761563,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.00019623237254703802,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.012227498329066593,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.008882634900256647,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0018939468436756834,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.012866950489830038,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.02796845550739543,9.0,0.0
MU,1.0,1.0,,1.7686185302270555e-07,10.0,0.0
