Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.1201825176600786,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.0040087917571666985,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.29378845239097806,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.02262806537846234,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.04168228437818876,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.004258507648926815,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.035146716104789054,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.0680329358226307,3.0,0.0
SMG (L),1.0,1.0,1.0,0.0032379885862140133,4.0,0.0
SMG (R),1.0,1.0,1.0,0.09834844574918242,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.010346257669470903,5.0,0.0
Brainstem,1.0,20.0,20.0,4.0380071902556015e-05,5.0,0.0
SCM,1.0,1.0,1.0,0.006182489138853379,6.0,0.0
MCM,1.0,1.0,1.0,0.004399636853063473,6.0,0.0
MCI,1.0,1.0,1.0,0.022864900501276483,6.0,0.0
MCP,1.0,1.0,1.0,0.10044817434334459,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.11067863795013556,6.0,0.0
Larynx,1.0,1.0,1.0,0.029662397288421013,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.01710371556225141,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0009104943373503937,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0003436958278700169,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.0013335350752768963,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.001314285740084264,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.00045188008992048603,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.002077657213443714,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.0005268380427668554,9.0,0.0
MU,1.0,1.0,,3.1881795065443716e-07,10.0,0.0
