Beam angle,Couch angle,Collimator
10.0,90.0,0.0
337.0,63.0,0.0
300.0,0.0,0.0
346.0,45.0,0.0
328.0,71.0,0.0
267.00000000000006,30.0,0.0
29.000000000000004,316.0,0.0
298.0,349.0,0.0
201.0,75.0,0.0
283.0,21.0,0.0
62.99999999999999,34.00000000000006,0.0
5.0,0.0,0.0
191.0,297.0,0.0
147.0,322.0,0.0
315.0,45.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
Pancreas,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.40444054979471955,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.21458026521130757,1.0,0.0
Liver minus CTV,1.0,5.0,,0.3805966756195434,2.0,0.0
Oesophagus,1.0,19.0,,0.025360221706291666,3.0,0.0
Duodenum,1.0,19.0,,0.2259034848005839,4.0,0.0
Stomach,1.0,19.0,,0.0015661110748463516,5.0,0.0
Heart,1.0,27.0,,0.0006593273138776957,6.0,0.0
Spinal Cord,1.0,17.0,,0.009063049989972873,7.0,0.0
Pancreas,1.0,19.0,,0.0006258813835380676,8.0,0.0
Oesophagus,1.0,5.0,,0.003750788764877117,9.0,0.0
Duodenum,1.0,5.0,,1.3498610238851895e-08,10.0,0.0
Stomach,1.0,5.0,,0.0008986933545878564,11.0,0.0
Heart,1.0,5.0,,1.3478488965503035e-08,12.0,0.0
Spinal Cord,1.0,5.0,,1.7280966692012906e-10,13.0,0.0
Pancreas,1.0,5.0,,0.013988646711677476,14.0,0.0
Kidney (R),1.0,5.0,,0.045769791801847405,15.0,0.0
Kidney (L),1.0,5.0,,0.01118601160067719,16.0,0.0
Patient,1.0,100.0,,0.06605102351646257,17.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
