Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.12002328473901641,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.0008438588624532532,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.37983758112138466,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.02848874496856664,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.058192410686931116,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.006537391949861156,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.18831961316808704,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.11215358911944064,3.0,0.0
SMG (L),1.0,1.0,1.0,0.0448998252902455,4.0,0.0
SMG (R),1.0,1.0,1.0,0.0010570403399880624,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.004141439586866153,5.0,0.0
Brainstem,1.0,20.0,20.0,9.026793212043995e-08,5.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0024651844646894966,6.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.00466643108041581,6.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.010410614907326738,6.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.008695321617135926,6.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.01578155163642376,6.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.011319411100535352,6.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.002165917070687397,6.0,0.0
MU,1.0,1.0,,6.980220126863805e-07,7.0,0.0
