Beam angle,Couch angle,Collimator
0.0,0.0,0.0
30.0,90.0,0.0
328.0,71.0,0.0
337.0,63.0,0.0
30.0,270.0,0.0
242.00000000000003,23.0,0.0
293.0,22.0,0.0
315.0,315.0,0.0
288.0,328.0,0.0
125.0,0.0,0.0
257.0,329.0,0.0
140.0,0.0,0.0
67.0,338.0,0.0
113.0,10.999999999999943,0.0
158.99999999999997,285.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
Bowels,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.6343690589901108,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.20137319925912398,1.0,0.0
Liver minus CTV,1.0,5.0,,0.6562081686236486,2.0,0.0
Oesophagus,1.0,19.0,,0.09562830765971352,3.0,0.0
Duodenum,1.0,19.0,,0.005015727140205102,4.0,0.0
Stomach,1.0,19.0,,0.0010980120344533093,5.0,0.0
Heart,1.0,27.0,,0.01408806790474801,6.0,0.0
Spinal Cord,1.0,17.0,,0.008596612455640296,7.0,0.0
Bowels,1.0,19.0,,0.0017854599674866944,8.0,0.0
Oesophagus,1.0,5.0,,3.463863856863265e-06,9.0,0.0
Duodenum,1.0,5.0,,0.0018957230299290926,10.0,0.0
Stomach,1.0,5.0,,0.004062739450284026,11.0,0.0
Heart,1.0,5.0,,6.627162474197263e-07,12.0,0.0
Spinal Cord,1.0,5.0,,6.721060475730485e-07,13.0,0.0
Bowels,1.0,5.0,,1.3692150901817397e-05,14.0,0.0
Kidney (R),1.0,5.0,,0.008351423817893474,15.0,0.0
Kidney (L),1.0,5.0,,1.5548234888385416e-06,16.0,0.0
Patient,1.0,100.0,,0.0018765129963312047,17.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
