Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.03699055690378556,,1.0,0.0,True
Bladder Partial,1.0,0.026260017363326556,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.8397297385225801,1.0,0.0
Urethra,1.0,0.0,,0.0062084887387860825,2.0,0.0
Rectum Partial,1.0,0.0,,0.07703088636931693,3.0,0.0
Bladder Partial,1.0,0.0,,0.07703088636931693,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
