Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.17628310847728323,,1.0,0.0,True
Bladder Partial,1.0,0.03140883187682999,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.9072102102316307,1.0,0.0
Urethra,1.0,0.0,,0.010052751762556328,2.0,0.0
Rectum Partial,1.0,0.0,,0.04136851900290648,3.0,0.0
Bladder Partial,1.0,0.0,,0.04136851900290648,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
