Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.06581778238081788,,1.0,0.0,True
Bladder Partial,1.0,0.025304085523299307,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.9245604720269345,1.0,0.0
Urethra,1.0,0.0,,0.004176384608323587,2.0,0.0
Rectum Partial,1.0,0.0,,0.03563157168237096,3.0,0.0
Bladder Partial,1.0,0.0,,0.03563157168237096,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
