Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.0627394232035832,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.0030416031615125997,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.3398482363106663,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.021150051699638874,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.04646982584277148,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.033511917575163266,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.11064427785484246,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.24473318801981628,3.0,0.0
SMG (L),1.0,1.0,1.0,0.0978696092588395,4.0,0.0
SMG (R),1.0,1.0,1.0,0.00376686710237833,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.00970897534672069,5.0,0.0
Brainstem,1.0,20.0,20.0,0.0006974790580472256,5.0,0.0
MCS,1.0,1.0,1.0,3.970653605584179e-05,6.0,0.0
MCM,1.0,1.0,1.0,0.0064936206749392315,6.0,0.0
MCI,1.0,1.0,1.0,0.004827539562678057,6.0,0.0
MCP,1.0,1.0,1.0,0.0003493307059499116,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.0020182906778856936,6.0,0.0
Larynx,1.0,1.0,1.0,0.004655522083727808,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.005531794357978342,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.0003576094315011322,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0008877478424419132,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,3.5614349780276513e-06,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,2.7697407099167784e-05,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,1.7089607979394364e-07,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.0005135147869209383,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.00011240235429634176,9.0,0.0
MU,1.0,1.0,,3.681348749369956e-08,10.0,0.0
