Beam angle,Couch angle,Collimator
0.0,0.0,0.0
15.6521739130435,0.0,0.0
31.304347826087,0.0,0.0
46.9565217391304,0.0,0.0
62.6086956521739,0.0,0.0
78.2608695652174,0.0,0.0
93.9130434782609,0.0,0.0
109.56521739130399,0.0,0.0
125.217391304348,0.0,0.0
140.869565217391,0.0,0.0
156.521739130435,0.0,0.0
172.173913043478,0.0,0.0
187.826086956522,0.0,0.0
203.478260869565,0.0,0.0
219.130434782609,0.0,0.0
234.782608695652,0.0,0.0
250.434782608696,0.0,0.0
266.086956521739,0.0,0.0
281.73913043478296,0.0,0.0
297.391304347826,0.0,0.0
313.04347826087,0.0,0.0
328.695652173913,0.0,0.0
344.34782608695696,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
PTV 0-46 Gy,1.0,48.300000000000004,,1.0,0.0,True
Spinal Cord,1.0,38.0,,1.0,0.0,True
Brainstem,1.0,38.0,,1.0,0.0,True
Patient,1.0,48.300000000000004,,1.0,0.0,True
PTV Shell 0 mm,1.0,46.0,,1.0,0.0,True
Cochlea (R),1.0,30.0,,1.0,0.0,True
Cochlea (L),1.0,30.0,,1.0,0.0,True
Parotid (R),1.0,48.300000000000004,,1.0,0.0,True
Parotid (L),1.0,48.300000000000004,,1.0,0.0,True
SMG (R),1.0,48.300000000000004,,1.0,0.0,True
SMG (L),1.0,48.300000000000004,,1.0,0.0,True
Oral Cavity,1.0,48.300000000000004,,1.0,0.0,True
Larynx,1.0,48.300000000000004,,1.0,0.0,True
MCS,1.0,48.300000000000004,,1.0,0.0,True
MCM,1.0,48.300000000000004,,1.0,0.0,True
MCI,1.0,48.300000000000004,,1.0,0.0,True
MCP,1.0,48.300000000000004,,1.0,0.0,True
Oesophagus,1.0,48.300000000000004,,1.0,0.0,True
PTV 0-46 Gy,1.0,0.4,0.4,0.9128649337415913,1.0,0.0
Parotid (R),1.0,39.0,,0.007845690592172777,2.0,0.0
Parotid (L),1.0,39.0,,0.007821007934762748,2.0,0.0
SMG (R),1.0,39.0,,0.0037784413597961187,3.0,0.0
SMG (L),1.0,39.0,,0.018494102509139566,3.0,0.0
PTV Shell 5 mm,1.0,43.699999999999996,43.699999999999996,0.0023250778013841787,4.0,0.0
Parotid (R),1.0,30.0,,1.0,5.0,0.0
Parotid (L),1.0,30.0,,1.0,5.0,0.0
PTV Shell 15 mm,1.0,36.800000000000004,,0.0017391949064712343,6.0,0.0
Parotid (R),1.0,20.0,,1.0,7.0,0.0
Parotid (L),1.0,20.0,,1.0,7.0,0.0
PTV Shell 30 mm,1.0,20.93,,0.001648303283202405,8.0,0.0
PTV Shell 40 mm,1.0,16.099999999999998,,0.0025368190316635473,8.0,0.0
Oral Cavity,1.0,39.0,,0.001381950584063133,9.0,0.0
Spinal Cord,1.0,30.0,,0.0005907013572489216,10.0,0.0
Brainstem,1.0,30.0,,0.00044587768335897196,11.0,0.0
External Ring 20 mm,1.0,41.4,,0.00016981162164229362,12.0,0.0
Larynx,1.0,34.5,,0.000849346905789511,13.0,0.0
MCS,1.0,34.5,,0.023538140400962523,14.0,0.0
MCM,1.0,34.5,,0.01368332851114217,15.0,0.0
MCI,1.0,34.5,,6.578149397430575e-05,16.0,0.0
MCP,1.0,34.5,,6.176572490690147e-11,17.0,0.0
Oesophagus,1.0,34.5,,0.0001100911684988741,18.0,0.0
Cochlea (R),1.0,23.0,,5.5697878741236974e-05,19.0,0.0
Cochlea (L),1.0,23.0,,5.570115596913186e-05,19.0,0.0
Parotid (R),1.0,10.0,,1.0,20.0,0.0
Parotid (L),1.0,10.0,,1.0,20.0,0.0
SMG (R),1.0,10.0,,1.0,21.0,0.0
SMG (L),1.0,10.0,,1.0,21.0,0.0
Patient,1.0,10.0,,1.6658982107938618e-11,22.0,0.0
Smoothing Linear,1.0,460.0,,1.0,0.0,True
Smoothing Linear,0.0,-460.0,,1.0,0.0,True
Sm2 beam 1,1.0,1269.6,,1.0,0.0,True
Sm2 beam 2,1.0,1269.6,,1.0,0.0,True
Sm2 beam 3,1.0,1269.6,,1.0,0.0,True
Sm2 beam 4,1.0,1269.6,,1.0,0.0,True
Sm2 beam 5,1.0,1269.6,,1.0,0.0,True
Sm2 beam 6,1.0,1269.6,,1.0,0.0,True
Sm2 beam 7,1.0,1269.6,,1.0,0.0,True
Sm2 beam 8,1.0,1269.6,,1.0,0.0,True
Sm2 beam 9,1.0,1269.6,,1.0,0.0,True
Sm2 beam 10,1.0,1269.6,,1.0,0.0,True
Sm2 beam 11,1.0,1269.6,,1.0,0.0,True
Sm2 beam 12,1.0,1269.6,,1.0,0.0,True
Sm2 beam 13,1.0,1269.6,,1.0,0.0,True
Sm2 beam 14,1.0,1269.6,,1.0,0.0,True
Sm2 beam 15,1.0,1269.6,,1.0,0.0,True
Sm2 beam 16,1.0,1269.6,,1.0,0.0,True
Sm2 beam 17,1.0,1269.6,,1.0,0.0,True
Sm2 beam 18,1.0,1269.6,,1.0,0.0,True
Sm2 beam 19,1.0,1269.6,,1.0,0.0,True
Sm2 beam 20,1.0,1269.6,,1.0,0.0,True
Sm2 beam 21,1.0,1269.6,,1.0,0.0,True
Sm2 beam 22,1.0,1269.6,,1.0,0.0,True
Sm2 beam 23,1.0,1269.6,,1.0,0.0,True
