Beam angle,Couch angle,Collimator
5.0,0.0,0.0
23.0,333.0,0.0
14.0,45.0,0.0
355.0,0.0,0.0
337.0,27.0,0.0
37.0,304.0,0.0
288.0,10.999999999999943,0.0
315.0,45.0,0.0
328.0,71.0,0.0
62.99999999999999,34.00000000000006,0.0
125.0,0.0,0.0
32.0,289.0,0.0
162.0,34.00000000000006,0.0
128.0,334.0,0.0
97.99999999999999,340.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
Bowels,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.48923540473916505,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.13996051249792968,1.0,0.0
Liver minus CTV,1.0,5.0,,0.6748358587673892,2.0,0.0
Stomach,1.0,19.0,,0.00886242160972236,3.0,0.0
Oesophagus,1.0,19.0,,0.0035888877302210132,4.0,0.0
Duodenum,1.0,19.0,,0.0003451799394494572,5.0,0.0
Heart,1.0,27.0,,0.009895565809741972,6.0,0.0
Spinal Cord,1.0,17.0,,0.012279829337699366,7.0,0.0
Bowels,1.0,19.0,,0.0007266607259489529,8.0,0.0
Stomach,1.0,5.0,,0.0025436794046885033,9.0,0.0
Oesophagus,1.0,5.0,,0.00370597678636044,10.0,0.0
Duodenum,1.0,5.0,,4.888190945097977e-10,11.0,0.0
Heart,1.0,5.0,,0.0014030815390776107,12.0,0.0
Spinal Cord,1.0,5.0,,3.010786192855463e-10,13.0,0.0
Bowels,1.0,5.0,,0.0010367119432048914,14.0,0.0
Kidney (R),1.0,5.0,,0.07517204410823673,15.0,0.0
Kidney (L),1.0,5.0,,0.0011249559618232642,16.0,0.0
Patient,1.0,100.0,,0.06451863304860883,17.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
