Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
SCM,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.014121476303790535,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.0014260623426879276,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.3553458570312025,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.004331706189101828,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.02425593233389524,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.0009632618015567679,2.0,0.0
Parotid (L),1.0,1.0,1.0,8.096026344524257e-11,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.3749440314365534,3.0,0.0
SMG (L),1.0,1.0,1.0,0.08615485830898152,4.0,0.0
SMG (R),1.0,1.0,1.0,0.055764053676883384,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.0009720846297935559,5.0,0.0
Brainstem,1.0,20.0,20.0,7.680847910688637e-05,5.0,0.0
SCM,1.0,1.0,1.0,0.00948235849943679,6.0,0.0
MCM,1.0,1.0,1.0,0.0065379052173232255,6.0,0.0
MCI,1.0,1.0,1.0,0.01644206260484561,6.0,0.0
MCP,1.0,1.0,1.0,7.639225665909445e-11,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.02779130709711488,6.0,0.0
Larynx,1.0,1.0,1.0,0.010828577929691698,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.00998412039240708,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,1.2629399183875641e-06,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,1.528566927558812e-05,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,5.1193676007614655e-06,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0004057487319165364,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,4.606512131763091e-08,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,4.566327642503124e-05,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.00010414990841148068,9.0,0.0
MU,1.0,1.0,,2.5960960527908314e-07,10.0,0.0
