Beam angle,Couch angle,Collimator
14.0,45.0,0.0
340.0,0.0,0.0
47.0,332.0,0.0
337.0,297.0,0.0
42.0,345.0,0.0
278.0,330.0,0.0
328.0,289.0,0.0
215.0,0.0,0.0
257.0,329.0,0.0
323.0,304.0,0.0
346.0,315.0,0.0
267.00000000000006,330.0,0.0
337.0,27.0,0.0
201.0,75.0,0.0
322.0,326.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.2920457099578293,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.00011420993780857612,1.0,0.0
Liver minus CTV,1.0,5.0,,0.0005676445332945004,2.0,0.0
Oesophagus,1.0,19.0,,0.003283729916790472,3.0,0.0
Duodenum,1.0,19.0,,5.3917745887127565e-06,4.0,0.0
Stomach,1.0,19.0,,4.1764245058534075e-06,5.0,0.0
Heart,1.0,27.0,,1.0152998266806718e-11,6.0,0.0
Spinal Cord,1.0,17.0,,1.2412300406016274e-06,7.0,0.0
Oesophagus,1.0,5.0,,6.645365777551678e-11,8.0,0.0
Duodenum,1.0,5.0,,1.6311037724989725e-12,9.0,0.0
Stomach,1.0,5.0,,1.8501646371159228e-11,10.0,0.0
Heart,1.0,5.0,,1.804746460886232e-13,11.0,0.0
Spinal Cord,1.0,5.0,,7.155735555761922e-12,12.0,0.0
Kidney (R),1.0,5.0,,2.5595143513331792e-12,13.0,0.0
Kidney (L),1.0,5.0,,0.9960170896777129,14.0,0.0
Patient,1.0,100.0,,6.516398623299937e-06,15.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
