Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.06946863895155708,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.0016445329585035309,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.4343115450052899,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.03206763022675627,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.05430530947792067,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.011885549089695007,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.03823471617549842,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.0703407037746875,3.0,0.0
SMG (L),1.0,1.0,1.0,0.08617403233015966,4.0,0.0
SMG (R),1.0,1.0,1.0,0.002849018076078513,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.013512627278393455,5.0,0.0
Brainstem,1.0,20.0,20.0,0.0015549229853835847,5.0,0.0
MCS,1.0,1.0,1.0,0.014020232888060714,6.0,0.0
MCM,1.0,1.0,1.0,0.021852993856812327,6.0,0.0
MCI,1.0,1.0,1.0,0.04249437172521219,6.0,0.0
MCP,1.0,1.0,1.0,0.022230340745484124,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.012645901855121959,6.0,0.0
Larynx,1.0,1.0,1.0,0.04594779223286105,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.015771846090432678,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.00029842646807511666,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0023730142348511386,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,1.4752589653480216e-07,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.0028519918131165133,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,1.7382066865281185e-06,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.003156786650184513,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,4.307997693958914e-06,9.0,0.0
MU,1.0,1.0,,8.813795869523525e-07,10.0,0.0
