Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Urethra,1.0,0.01,,1.0,0.0,True
Rectum Partial,1.0,38.0,,1.0,0.0,True
Bladder Partial,1.0,38.0,,1.0,0.0,True
Rectum Partial,1.0,0.06090352558517744,,1.0,0.0,True
Bladder Partial,1.0,0.03129563802957723,,1.0,0.0,True
Prostate,0.0,0.95,0.95,0.8498022908431407,1.0,0.0
Urethra,1.0,0.0,,0.01675709435318583,2.0,0.0
Rectum Partial,1.0,0.0,,0.06672030740183668,3.0,0.0
Bladder Partial,1.0,0.0,,0.06672030740183668,3.0,0.0
Bladder,1.0,0.0,,1.0,4.0,False
Rectum,1.0,0.0,,1.0,4.0,False
Unspecified Tissue,1.0,0.0,,1.0,5.0,False
