Beam angle,Couch angle,Collimator
60.0,0.0,0.0
180.0,0.0,0.0
300.0,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
CTV High,0.0,64.67999999999999,,1.0,0.0,True
CTV Intermediate 10 mm,0.0,52.92,,1.0,0.0,True
CTV Low Shrunk 10 mm,0.0,52.92,,1.0,0.0,True
Parotid (L),1.0,69.96000000000001,,1.0,0.0,True
Parotid (R),1.0,69.96000000000001,,1.0,0.0,True
SMG (L),1.0,69.96000000000001,,1.0,0.0,True
SMG (R),1.0,69.96000000000001,,1.0,0.0,True
MCS,1.0,69.96000000000001,,1.0,0.0,True
MCM,1.0,69.96000000000001,,1.0,0.0,True
MCI,1.0,69.96000000000001,,1.0,0.0,True
MCP,1.0,69.96000000000001,,1.0,0.0,True
Oesophagus,1.0,69.96000000000001,,1.0,0.0,True
Larynx,1.0,69.96000000000001,,1.0,0.0,True
Oral Cavity,1.0,69.96000000000001,,1.0,0.0,True
CTV Intermediate 10 mm,1.0,100.0,,1.0,0.0,True
Patient,1.0,69.96000000000001,,1.0,0.0,True
CTV High,1.0,69.96000000000001,69.96000000000001,0.18951556525914096,1.0,0.0
CTV Intermediate 10 mm,1.0,69.96000000000001,69.96000000000001,0.005096538931345621,1.0,0.0
CTV Low Shrunk 10 mm,1.0,57.24,57.24,0.2401820978179414,1.0,0.0
CTV High Ring 0-10 mm Outside,1.0,69.96000000000001,69.96000000000001,0.039748874917005954,2.0,0.0
CTV Combined Ring 0-10 mm,1.0,57.24,57.24,0.06420278105278221,2.0,0.0
CTV Combined Ring 10-15 mm,1.0,48.6,48.6,0.009257948221618862,2.0,0.0
Parotid (L),1.0,1.0,1.0,0.08356021893086044,3.0,0.0
Parotid (R),1.0,1.0,1.0,0.07067306004119203,3.0,0.0
SMG (L),1.0,1.0,1.0,0.0004013848748211287,4.0,0.0
SMG (R),1.0,1.0,1.0,0.024211983174676908,4.0,0.0
Spinal Cord,1.0,20.0,20.0,0.0046529060174316135,5.0,0.0
Brainstem,1.0,20.0,20.0,0.0016128158066652833,5.0,0.0
MCS,1.0,1.0,1.0,0.005188982245306186,6.0,0.0
MCM,1.0,1.0,1.0,0.015048457888345686,6.0,0.0
MCI,1.0,1.0,1.0,0.03732851993246016,6.0,0.0
MCP,1.0,1.0,1.0,0.015934221064837172,6.0,0.0
Oesophagus,1.0,1.0,1.0,0.10815725597331062,6.0,0.0
Larynx,1.0,1.0,1.0,0.026983451051032042,7.0,0.0
Oral Cavity,1.0,1.0,1.0,0.01416748050839224,8.0,0.0
CTV High Ring 0-10 mm Outside,1.0,1.0,1.0,0.003136604199034728,9.0,0.0
CTV Combined Ring 0-10 mm,1.0,1.0,1.0,0.0002899379445289288,9.0,0.0
CTV Combined Ring 10-15 mm,1.0,1.0,1.0,0.0005980692731520127,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.008740276495950442,9.0,0.0
CTV Combined Ring 15-25 mm,1.0,1.0,1.0,0.007151917580416578,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.011212079570844254,9.0,0.0
CTV Combined Ring 25-35 mm,1.0,1.0,1.0,0.012945102634136525,9.0,0.0
MU,1.0,1.0,,1.4685927698553446e-06,10.0,0.0
