Beam angle,Couch angle,Collimator
333.0,67.0,0.0
344.0,51.0,0.0
25.0,270.0,0.0
165.0,0.0,0.0
288.0,17.0,0.0
70.0,27.0,0.0
333.0,293.0,0.0
33.0,308.99999999999994,0.0
250.0,0.0,0.0
160.0,40.0,0.0
194.0,68.0,0.0
60.0,331.0,0.0
200.0,320.0,0.0
43.0,341.0,0.0
166.0,292.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
Isocentre,1.0,80.0,,1.0,0.0,True
PTV,1.0,75.0,,1.0,0.0,True
Stomach,1.0,21.0,,1.0,0.0,True
Spinal Cord,1.0,18.0,,1.0,0.0,True
Heart,1.0,30.0,,1.0,0.0,True
Oesophagus,1.0,21.0,,1.0,0.0,True
Duodenum,1.0,21.0,,1.0,0.0,True
Pancreas,1.0,21.0,,1.0,0.0,True
Bowels,1.0,21.0,,1.0,0.0,True
External Ring,1.0,21.0,,1.0,0.0,True
Liver minus CTV,1.0,0.5545202434528584,,1.0,0.0,True
Kidney (R),1.0,0.35,,1.0,0.0,True
Kidney (L),1.0,0.35,,1.0,0.0,True
PTV40%,0.0,0.0,,1.0,0.0,True
PTV80%,0.0,0.0,,1.0,0.0,True
PTV,0.0,0.0,,1.0,0.0,True
PTV,1.0,0.0,,1.0,0.0,True
Ring 1,1.0,0.0,,1.0,0.0,True
Patient,1.0,75.0,,1.0,0.0,True
Isocentre,0.0,75.0,75.0,0.26196469772998965,1.0,0.0
Liver minus CTV,1.0,5.0,,0.37041756224279465,2.0,0.0
Oesophagus,1.0,19.0,,0.09410844870248448,3.0,0.0
Duodenum,1.0,19.0,,0.1824337139741281,4.0,0.0
Stomach,1.0,19.0,,0.0028301160866311377,5.0,0.0
Heart,1.0,27.0,,0.0008715405782171507,6.0,0.0
Spinal Cord,1.0,17.0,,0.0007546979385867776,7.0,0.0
Pancreas,1.0,21.0,,0.00017495076671844305,8.0,0.0
Bowels,1.0,19.0,,0.00043226282628804877,9.0,0.0
Oesophagus,1.0,5.0,,3.0451717186691588e-06,10.0,0.0
Duodenum,1.0,5.0,,7.220709487464663e-07,11.0,0.0
Stomach,1.0,5.0,,0.0122667954583973,12.0,0.0
Heart,1.0,5.0,,0.02195299031177524,13.0,0.0
Spinal Cord,1.0,5.0,,0.0042569583317985825,14.0,0.0
Pancreas,1.0,5.0,,0.013723319032133132,15.0,0.0
Bowels,1.0,5.0,,3.3482667546922403e-06,16.0,0.0
Kidney (R),1.0,5.0,,0.024226743245718278,17.0,0.0
Kidney (L),1.0,5.0,,0.00621275174425126,18.0,0.0
Patient,1.0,100.0,,0.003365335520665377,19.0,0.0
Smoothing Linear,0.0,-750.0,,1.0,0.0,1.0
Smoothing Linear,1.0,750.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 2,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 3,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 4,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 5,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 6,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 7,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 8,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 9,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 10,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 11,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 12,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 13,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 14,1.0,3375.0,,1.0,0.0,1.0
Sm2 beam 15,1.0,3375.0,,1.0,0.0,1.0
