Beam angle,Couch angle,Collimator
0.0,0.0,0.0
15.6521739130435,0.0,0.0
31.304347826087,0.0,0.0
46.9565217391304,0.0,0.0
62.6086956521739,0.0,0.0
78.2608695652174,0.0,0.0
93.9130434782609,0.0,0.0
109.56521739130399,0.0,0.0
125.217391304348,0.0,0.0
140.869565217391,0.0,0.0
156.521739130435,0.0,0.0
172.173913043478,0.0,0.0
187.826086956522,0.0,0.0
203.478260869565,0.0,0.0
219.130434782609,0.0,0.0
234.782608695652,0.0,0.0
250.434782608696,0.0,0.0
266.086956521739,0.0,0.0
281.73913043478296,0.0,0.0
297.391304347826,0.0,0.0
313.04347826087,0.0,0.0
328.695652173913,0.0,0.0
344.34782608695696,0.0,0.0
Name,Minimise,Objective,Sufficient,Weight,Priority,IsConstraint
PTV,1.0,81.12,,1.0,0.0,True
PTV Shell 50 mm,1.0,39.0,,1.0,0.0,True
PTV,1.0,0.5,0.5,1.0,0.0,1.0
Rectum,1.0,78.0,,1.0,0.0,True
Hip (L),1.0,40.0,,1.0,0.0,True
Hip (R),1.0,40.0,,1.0,0.0,True
Bladder,1.0,78.0,,1.0,0.0,True
Patient,1.0,81.12,,1.0,0.0,True
Anus,1.0,78.0,,1.0,0.0,1.0
Rectum,1.0,30.0,,1.2213922165450877e-11,1.0,0.0
Rectum,1.0,20.0,,1.4340070140396067e-11,2.0,0.0
Rectum,1.0,10.0,,0.7325454556425962,3.0,0.0
External Ring 20 mm,1.0,31.200000000000003,,0.007357490099428767,4.0,0.0
PTV Shell 5 mm,1.0,72.54,72.54,0.03172857638115849,5.0,0.0
Anus,1.0,10.0,,1.6225637523707487e-10,6.0,0.0
PTV Shell 15 mm,1.0,54.599999999999994,54.599999999999994,0.01833684356464334,7.0,0.0
PTV Shell 25 mm,1.0,39.0,39.0,0.015136318058990081,8.0,0.0
Bladder,1.0,40.0,,0.010570018065761745,9.0,0.0
Hip (L),1.0,20.0,,0.0012745437123720413,10.0,0.0
Hip (R),1.0,20.0,,0.0039000502936666695,10.0,0.0
Patient,1.0,100.0,,0.1791507039925723,11.0,0.0
Smoothing Linear,0.0,-780.0,,1.0,0.0,1.0
Smoothing Linear,1.0,780.0,,1.0,0.0,1.0
Sm2 beam 1,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 2,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 3,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 4,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 5,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 6,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 7,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 8,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 9,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 10,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 11,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 12,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 13,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 14,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 15,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 16,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 17,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 18,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 19,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 20,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 21,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 22,1.0,3650.4,,1.0,0.0,1.0
Sm2 beam 23,1.0,3650.4,,1.0,0.0,1.0
